'=Observacion	Vista_exterior	Temperatura	Humedad	Viento	*Jugar_tenis
11510	1	1	1	2	0
11511	2	1	1	1	1
11512	3	2	1	1	1
11513	3	3	2	1	1
11514	3	3	2	2	0
11515	2	3	2	2	1
11516	1	2	1	1	0
11517	1	3	2	1	1
11518	3	2	2	1	1
11519	1	2	2	2	1
11520	2	2	1	2	1
11521	2	1	2	1	1
11522	3	2	1	2	0
11523	1	1	1	1	0
11524	1	1	1	2	0
11525	2	1	1	1	1
11526	3	2	1	1	1
11527	3	3	2	1	1
11528	3	3	2	2	0
11529	2	3	2	2	1
11530	1	2	1	1	0
11531	1	3	2	1	1
11532	3	2	2	1	1
11533	1	2	2	2	1
11534	2	2	1	2	1
11535	2	1	2	1	1
11536	3	2	1	2	0
11537	1	1	1	1	0
11538	1	1	1	2	0
11539	2	1	1	1	1
11540	3	2	1	1	1
11541	3	3	2	1	1
11542	3	3	2	2	0
11543	2	3	2	2	1
11544	1	2	1	1	0
11545	1	3	2	1	1
11546	3	2	2	1	1
11547	1	2	2	2	1
11548	2	2	1	2	1
11549	2	1	2	1	1
11550	3	2	1	2	0
11551	1	1	1	1	0
11552	1	1	1	2	0
11553	2	1	1	1	1
11554	3	2	1	1	1
11555	3	3	2	1	1
11556	3	3	2	2	0
11557	2	3	2	2	1
11558	1	2	1	1	0
11559	1	3	2	1	1
11560	3	2	2	1	1
11561	1	2	2	2	1
11562	2	2	1	2	1
11563	2	1	2	1	1
11564	3	2	1	2	0
11565	1	1	1	1	0
11566	1	1	1	2	0
11567	2	1	1	1	1
11568	3	2	1	1	1
11569	3	3	2	1	1
11570	3	3	2	2	0
11571	2	3	2	2	1
11572	1	2	1	1	0
11573	1	3	2	1	1
11574	3	2	2	1	1
11575	1	2	2	2	1
11576	2	2	1	2	1
11577	2	1	2	1	1
11578	3	2	1	2	0
11579	1	1	1	1	0
11580	1	1	1	2	0
11581	2	1	1	1	1
11582	3	2	1	1	1
11583	3	3	2	1	1
11584	3	3	2	2	0
11585	2	3	2	2	1
11586	1	2	1	1	0
11587	1	3	2	1	1
11588	3	2	2	1	1
11589	1	2	2	2	1
11590	2	2	1	2	1
11591	2	1	2	1	1
11592	3	2	1	2	0
11593	1	1	1	1	0
11594	1	1	1	2	0
11595	2	1	1	1	1
11596	3	2	1	1	1
11597	3	3	2	1	1
11598	3	3	2	2	0
11599	2	3	2	2	1
11600	1	2	1	1	0
11601	1	3	2	1	1
11602	3	2	2	1	1
11603	1	2	2	2	1
11604	2	2	1	2	1
11605	2	1	2	1	1
11606	3	2	1	2	0
11607	1	1	1	1	0
11608	1	1	1	2	0
11609	2	1	1	1	1
11610	3	2	1	1	1
11611	3	3	2	1	1
11612	3	3	2	2	0
11613	2	3	2	2	1
11614	1	2	1	1	0
11615	1	3	2	1	1
11616	3	2	2	1	1
11617	1	2	2	2	1
11618	2	2	1	2	1
11619	2	1	2	1	1
11620	3	2	1	2	0
11621	1	1	1	1	0
11622	1	1	1	2	0
11623	2	1	1	1	1
11624	3	2	1	1	1
11625	3	3	2	1	1
11626	3	3	2	2	0
11627	2	3	2	2	1
11628	1	2	1	1	0
11629	1	3	2	1	1
11630	3	2	2	1	1
11631	1	2	2	2	1
11632	2	2	1	2	1
11633	2	1	2	1	1
11634	3	2	1	2	0
11635	1	1	1	1	0
11636	1	1	1	2	0
11637	2	1	1	1	1
11638	3	2	1	1	1
11639	3	3	2	1	1
11640	3	3	2	2	0
11641	2	3	2	2	1
11642	1	2	1	1	0
11643	1	3	2	1	1
11644	3	2	2	1	1
11645	1	2	2	2	1
11646	2	2	1	2	1
11647	2	1	2	1	1
11648	3	2	1	2	0
11649	1	1	1	1	0
11650	1	1	1	2	0
11651	2	1	1	1	1
11652	3	2	1	1	1
11653	3	3	2	1	1
11654	3	3	2	2	0
11655	2	3	2	2	1
11656	1	2	1	1	0
11657	1	3	2	1	1
11658	3	2	2	1	1
11659	1	2	2	2	1
11660	2	2	1	2	1
11661	2	1	2	1	1
11662	3	2	1	2	0
11663	1	1	1	1	0
11664	1	1	1	2	0
11665	2	1	1	1	1
11666	3	2	1	1	1
11667	3	3	2	1	1
11668	3	3	2	2	0
11669	2	3	2	2	1
11670	1	2	1	1	0
11671	1	3	2	1	1
11672	3	2	2	1	1
11673	1	2	2	2	1
11674	2	2	1	2	1
11675	2	1	2	1	1
11676	3	2	1	2	0
11677	1	1	1	1	0
11678	1	1	1	2	0
11679	2	1	1	1	1
11680	3	2	1	1	1
11681	3	3	2	1	1
11682	3	3	2	2	0
11683	2	3	2	2	1
11684	1	2	1	1	0
11685	1	3	2	1	1
11686	3	2	2	1	1
11687	1	2	2	2	1
11688	2	2	1	2	1
11689	2	1	2	1	1
11690	3	2	1	2	0
11691	1	1	1	1	0
11692	1	1	1	2	0
11693	2	1	1	1	1
11694	3	2	1	1	1
11695	3	3	2	1	1
11696	3	3	2	2	0
11697	2	3	2	2	1
11698	1	2	1	1	0
11699	1	3	2	1	1
11700	3	2	2	1	1
11701	1	2	2	2	1
11702	2	2	1	2	1
11703	2	1	2	1	1
11704	3	2	1	2	0
11705	1	1	1	1	0
11706	1	1	1	2	0
11707	2	1	1	1	1
11708	3	2	1	1	1
11709	3	3	2	1	1
11710	3	3	2	2	0
11711	2	3	2	2	1
11712	1	2	1	1	0
11713	1	3	2	1	1
11714	3	2	2	1	1
11715	1	2	2	2	1
11716	2	2	1	2	1
11717	2	1	2	1	1
11718	3	2	1	2	0
11719	1	1	1	1	0
11720	1	1	1	2	0
11721	2	1	1	1	1
11722	3	2	1	1	1
11723	3	3	2	1	1
11724	3	3	2	2	0
11725	2	3	2	2	1
11726	1	2	1	1	0
11727	1	3	2	1	1
11728	3	2	2	1	1
11729	1	2	2	2	1
11730	2	2	1	2	1
11731	2	1	2	1	1
11732	3	2	1	2	0
11733	1	1	1	1	0
11734	1	1	1	2	0
11735	2	1	1	1	1
11736	3	2	1	1	1
11737	3	3	2	1	1
11738	3	3	2	2	0
11739	2	3	2	2	1
11740	1	2	1	1	0
11741	1	3	2	1	1
11742	3	2	2	1	1
11743	1	2	2	2	1
11744	2	2	1	2	1
11745	2	1	2	1	1
11746	3	2	1	2	0
11747	1	1	1	1	0
11748	1	1	1	2	0
11749	2	1	1	1	1
11750	3	2	1	1	1
11751	3	3	2	1	1
11752	3	3	2	2	0
11753	2	3	2	2	1
11754	1	2	1	1	0
11755	1	3	2	1	1
11756	3	2	2	1	1
11757	1	2	2	2	1
11758	2	2	1	2	1
11759	2	1	2	1	1
11760	3	2	1	2	0
11761	1	1	1	1	0
11762	1	1	1	2	0
11763	2	1	1	1	1
11764	3	2	1	1	1
11765	3	3	2	1	1
11766	3	3	2	2	0
11767	2	3	2	2	1
11768	1	2	1	1	0
11769	1	3	2	1	1
11770	3	2	2	1	1
11771	1	2	2	2	1
11772	2	2	1	2	1
11773	2	1	2	1	1
11774	3	2	1	2	0
11775	1	1	1	1	0
11776	1	1	1	2	0
11777	2	1	1	1	1
11778	3	2	1	1	1
11779	3	3	2	1	1
11780	3	3	2	2	0
11781	2	3	2	2	1
11782	1	2	1	1	0
11783	1	3	2	1	1
11784	3	2	2	1	1
11785	1	2	2	2	1
11786	2	2	1	2	1
11787	2	1	2	1	1
11788	3	2	1	2	0
11789	1	1	1	1	0
11790	1	1	1	2	0
11791	2	1	1	1	1
11792	3	2	1	1	1
11793	3	3	2	1	1
11794	3	3	2	2	0
11795	2	3	2	2	1
11796	1	2	1	1	0
11797	1	3	2	1	1
11798	3	2	2	1	1
11799	1	2	2	2	1
11800	2	2	1	2	1
11801	2	1	2	1	1
11802	3	2	1	2	0
11803	1	1	1	1	0
11804	1	1	1	2	0
11805	2	1	1	1	1
11806	3	2	1	1	1
11807	3	3	2	1	1
11808	3	3	2	2	0
11809	2	3	2	2	1
11810	1	2	1	1	0
11811	1	3	2	1	1
11812	3	2	2	1	1
11813	1	2	2	2	1
11814	2	2	1	2	1
11815	2	1	2	1	1
11816	3	2	1	2	0
11817	1	1	1	1	0
11818	1	1	1	2	0
11819	2	1	1	1	1
11820	3	2	1	1	1
11821	3	3	2	1	1
11822	3	3	2	2	0
11823	2	3	2	2	1
11824	1	2	1	1	0
11825	1	3	2	1	1
11826	3	2	2	1	1
11827	1	2	2	2	1
11828	2	2	1	2	1
11829	2	1	2	1	1
11830	3	2	1	2	0
11831	1	1	1	1	0
11832	1	1	1	2	0
11833	2	1	1	1	1
11834	3	2	1	1	1
11835	3	3	2	1	1
11836	3	3	2	2	0
11837	2	3	2	2	1
11838	1	2	1	1	0
11839	1	3	2	1	1
11840	3	2	2	1	1
11841	1	2	2	2	1
11842	2	2	1	2	1
11843	2	1	2	1	1
11844	3	2	1	2	0
11845	1	1	1	1	0
11846	1	1	1	2	0
11847	2	1	1	1	1
11848	3	2	1	1	1
11849	3	3	2	1	1
11850	3	3	2	2	0
11851	2	3	2	2	1
11852	1	2	1	1	0
11853	1	3	2	1	1
11854	3	2	2	1	1
11855	1	2	2	2	1
11856	2	2	1	2	1
11857	2	1	2	1	1
11858	3	2	1	2	0
11859	1	1	1	1	0
11860	1	1	1	2	0
11861	2	1	1	1	1
11862	3	2	1	1	1
11863	3	3	2	1	1
11864	3	3	2	2	0
11865	2	3	2	2	1
11866	1	2	1	1	0
11867	1	3	2	1	1
11868	3	2	2	1	1
11869	1	2	2	2	1
11870	2	2	1	2	1
11871	2	1	2	1	1
11872	3	2	1	2	0
11873	1	1	1	1	0
11874	1	1	1	2	0
11875	2	1	1	1	1
11876	3	2	1	1	1
11877	3	3	2	1	1
11878	3	3	2	2	0
11879	2	3	2	2	1
11880	1	2	1	1	0
11881	1	3	2	1	1
11882	3	2	2	1	1
11883	1	2	2	2	1
11884	2	2	1	2	1
11885	2	1	2	1	1
11886	3	2	1	2	0
11887	1	1	1	1	0
11888	1	1	1	2	0
11889	2	1	1	1	1
11890	3	2	1	1	1
11891	3	3	2	1	1
11892	3	3	2	2	0
11893	2	3	2	2	1
11894	1	2	1	1	0
11895	1	3	2	1	1
11896	3	2	2	1	1
11897	1	2	2	2	1
11898	2	2	1	2	1
11899	2	1	2	1	1
11900	3	2	1	2	0
11901	1	1	1	1	0
11902	1	1	1	2	0
11903	2	1	1	1	1
11904	3	2	1	1	1
11905	3	3	2	1	1
11906	3	3	2	2	0
11907	2	3	2	2	1
11908	1	2	1	1	0
11909	1	3	2	1	1
11910	3	2	2	1	1
11911	1	2	2	2	1
11912	2	2	1	2	1
11913	2	1	2	1	1
11914	3	2	1	2	0
11915	1	1	1	1	0
11916	1	1	1	2	0
11917	2	1	1	1	1
11918	3	2	1	1	1
11919	3	3	2	1	1
11920	3	3	2	2	0
11921	2	3	2	2	1
11922	1	2	1	1	0
11923	1	3	2	1	1
11924	3	2	2	1	1
11925	1	2	2	2	1
11926	2	2	1	2	1
11927	2	1	2	1	1
11928	3	2	1	2	0
11929	1	1	1	1	0
11930	1	1	1	2	0
11931	2	1	1	1	1
11932	3	2	1	1	1
11933	3	3	2	1	1
11934	3	3	2	2	0
11935	2	3	2	2	1
11936	1	2	1	1	0
11937	1	3	2	1	1
11938	3	2	2	1	1
11939	1	2	2	2	1
11940	2	2	1	2	1
11941	2	1	2	1	1
11942	3	2	1	2	0
11943	1	1	1	1	0
11944	1	1	1	2	0
11945	2	1	1	1	1
11946	3	2	1	1	1
11947	3	3	2	1	1
11948	3	3	2	2	0
11949	2	3	2	2	1
11950	1	2	1	1	0
11951	1	3	2	1	1
11952	3	2	2	1	1
11953	1	2	2	2	1
11954	2	2	1	2	1
11955	2	1	2	1	1
11956	3	2	1	2	0
11957	1	1	1	1	0
11958	1	1	1	2	0
11959	2	1	1	1	1
11960	3	2	1	1	1
11961	3	3	2	1	1
11962	3	3	2	2	0
11963	2	3	2	2	1
11964	1	2	1	1	0
11965	1	3	2	1	1
11966	3	2	2	1	1
11967	1	2	2	2	1
11968	2	2	1	2	1
11969	2	1	2	1	1
11970	3	2	1	2	0
11971	1	1	1	1	0
11972	1	1	1	2	0
11973	2	1	1	1	1
11974	3	2	1	1	1
11975	3	3	2	1	1
11976	3	3	2	2	0
11977	2	3	2	2	1
11978	1	2	1	1	0
11979	1	3	2	1	1
11980	3	2	2	1	1
11981	1	2	2	2	1
11982	2	2	1	2	1
11983	2	1	2	1	1
11984	3	2	1	2	0
11985	1	1	1	1	0
11986	1	1	1	2	0
11987	2	1	1	1	1
11988	3	2	1	1	1
11989	3	3	2	1	1
11990	3	3	2	2	0
11991	2	3	2	2	1
11992	1	2	1	1	0
11993	1	3	2	1	1
11994	3	2	2	1	1
11995	1	2	2	2	1
11996	2	2	1	2	1
11997	2	1	2	1	1
11998	3	2	1	2	0
11999	1	1	1	1	0
12000	1	1	1	2	0
12001	2	1	1	1	1
12002	3	2	1	1	1
12003	3	3	2	1	1
12004	3	3	2	2	0
12005	2	3	2	2	1
12006	1	2	1	1	0
12007	1	3	2	1	1
12008	3	2	2	1	1
12009	1	2	2	2	1
12010	2	2	1	2	1
12011	2	1	2	1	1
12012	3	2	1	2	0
12013	1	1	1	1	0
12014	1	1	1	2	0
12015	2	1	1	1	1
12016	3	2	1	1	1
12017	3	3	2	1	1
12018	3	3	2	2	0
12019	2	3	2	2	1
12020	1	2	1	1	0
12021	1	3	2	1	1
12022	3	2	2	1	1
12023	1	2	2	2	1
12024	2	2	1	2	1
12025	2	1	2	1	1
12026	3	2	1	2	0
12027	1	1	1	1	0
12028	1	1	1	2	0
12029	2	1	1	1	1
12030	3	2	1	1	1
12031	3	3	2	1	1
12032	3	3	2	2	0
12033	2	3	2	2	1
12034	1	2	1	1	0
12035	1	3	2	1	1
12036	3	2	2	1	1
12037	1	2	2	2	1
12038	2	2	1	2	1
12039	2	1	2	1	1
12040	3	2	1	2	0
12041	1	1	1	1	0
12042	1	1	1	2	0
12043	2	1	1	1	1
12044	3	2	1	1	1
12045	3	3	2	1	1
12046	3	3	2	2	0
12047	2	3	2	2	1
12048	1	2	1	1	0
12049	1	3	2	1	1
12050	3	2	2	1	1
12051	1	2	2	2	1
12052	2	2	1	2	1
12053	2	1	2	1	1
12054	3	2	1	2	0
12055	1	1	1	1	0
12056	1	1	1	2	0
12057	2	1	1	1	1
12058	3	2	1	1	1
12059	3	3	2	1	1
12060	3	3	2	2	0
12061	2	3	2	2	1
12062	1	2	1	1	0
12063	1	3	2	1	1
12064	3	2	2	1	1
12065	1	2	2	2	1
12066	2	2	1	2	1
12067	2	1	2	1	1
12068	3	2	1	2	0
12069	1	1	1	1	0
12070	1	1	1	2	0
12071	2	1	1	1	1
12072	3	2	1	1	1
12073	3	3	2	1	1
12074	3	3	2	2	0
12075	2	3	2	2	1
12076	1	2	1	1	0
12077	1	3	2	1	1
12078	3	2	2	1	1
12079	1	2	2	2	1
12080	2	2	1	2	1
12081	2	1	2	1	1
12082	3	2	1	2	0
12083	1	1	1	1	0
12084	1	1	1	2	0
12085	2	1	1	1	1
12086	3	2	1	1	1
12087	3	3	2	1	1
12088	3	3	2	2	0
12089	2	3	2	2	1
12090	1	2	1	1	0
12091	1	3	2	1	1
12092	3	2	2	1	1
12093	1	2	2	2	1
12094	2	2	1	2	1
12095	2	1	2	1	1
12096	3	2	1	2	0
12097	1	1	1	1	0
12098	1	1	1	2	0
12099	2	1	1	1	1
12100	3	2	1	1	1
12101	3	3	2	1	1
12102	3	3	2	2	0
12103	2	3	2	2	1
12104	1	2	1	1	0
12105	1	3	2	1	1
12106	3	2	2	1	1
12107	1	2	2	2	1
12108	2	2	1	2	1
12109	2	1	2	1	1
12110	3	2	1	2	0
12111	1	1	1	1	0
12112	1	1	1	2	0
12113	2	1	1	1	1
12114	3	2	1	1	1
12115	3	3	2	1	1
12116	3	3	2	2	0
12117	2	3	2	2	1
12118	1	2	1	1	0
12119	1	3	2	1	1
12120	3	2	2	1	1
12121	1	2	2	2	1
12122	2	2	1	2	1
12123	2	1	2	1	1
12124	3	2	1	2	0
12125	1	1	1	1	0
12126	1	1	1	2	0
12127	2	1	1	1	1
12128	3	2	1	1	1
12129	3	3	2	1	1
12130	3	3	2	2	0
12131	2	3	2	2	1
12132	1	2	1	1	0
12133	1	3	2	1	1
12134	3	2	2	1	1
12135	1	2	2	2	1
12136	2	2	1	2	1
12137	2	1	2	1	1
12138	3	2	1	2	0
12139	1	1	1	1	0
12140	1	1	1	2	0
12141	2	1	1	1	1
12142	3	2	1	1	1
12143	3	3	2	1	1
12144	3	3	2	2	0
12145	2	3	2	2	1
12146	1	2	1	1	0
12147	1	3	2	1	1
12148	3	2	2	1	1
12149	1	2	2	2	1
12150	2	2	1	2	1
12151	2	1	2	1	1
12152	3	2	1	2	0
12153	1	1	1	1	0
12154	1	1	1	2	0
12155	2	1	1	1	1
12156	3	2	1	1	1
12157	3	3	2	1	1
12158	3	3	2	2	0
12159	2	3	2	2	1
12160	1	2	1	1	0
12161	1	3	2	1	1
12162	3	2	2	1	1
12163	1	2	2	2	1
12164	2	2	1	2	1
12165	2	1	2	1	1
12166	3	2	1	2	0
12167	1	1	1	1	0
12168	1	1	1	2	0
12169	2	1	1	1	1
12170	3	2	1	1	1
12171	3	3	2	1	1
12172	3	3	2	2	0
12173	2	3	2	2	1
12174	1	2	1	1	0
12175	1	3	2	1	1
12176	3	2	2	1	1
12177	1	2	2	2	1
12178	2	2	1	2	1
12179	2	1	2	1	1
12180	3	2	1	2	0
12181	1	1	1	1	0
12182	1	1	1	2	0
12183	2	1	1	1	1
12184	3	2	1	1	1
12185	3	3	2	1	1
12186	3	3	2	2	0
12187	2	3	2	2	1
12188	1	2	1	1	0
12189	1	3	2	1	1
12190	3	2	2	1	1
12191	1	2	2	2	1
12192	2	2	1	2	1
12193	2	1	2	1	1
12194	3	2	1	2	0
12195	1	1	1	1	0
12196	1	1	1	2	0
12197	2	1	1	1	1
12198	3	2	1	1	1
12199	3	3	2	1	1
12200	3	3	2	2	0
12201	2	3	2	2	1
12202	1	2	1	1	0
12203	1	3	2	1	1
12204	3	2	2	1	1
12205	1	2	2	2	1
12206	2	2	1	2	1
12207	2	1	2	1	1
12208	3	2	1	2	0
12209	1	1	1	1	0
12210	1	1	1	2	0
12211	2	1	1	1	1
12212	3	2	1	1	1
12213	3	3	2	1	1
12214	3	3	2	2	0
12215	2	3	2	2	1
12216	1	2	1	1	0
12217	1	3	2	1	1
12218	3	2	2	1	1
12219	1	2	2	2	1
12220	2	2	1	2	1
12221	2	1	2	1	1
12222	3	2	1	2	0
12223	1	1	1	1	0
12224	1	1	1	2	0
12225	2	1	1	1	1
12226	3	2	1	1	1
12227	3	3	2	1	1
12228	3	3	2	2	0
12229	2	3	2	2	1
12230	1	2	1	1	0
12231	1	3	2	1	1
12232	3	2	2	1	1
12233	1	2	2	2	1
12234	2	2	1	2	1
12235	2	1	2	1	1
12236	3	2	1	2	0
12237	1	1	1	1	0
12238	1	1	1	2	0
12239	2	1	1	1	1
12240	3	2	1	1	1
12241	3	3	2	1	1
12242	3	3	2	2	0
12243	2	3	2	2	1
12244	1	2	1	1	0
12245	1	3	2	1	1
12246	3	2	2	1	1
12247	1	2	2	2	1
12248	2	2	1	2	1
12249	2	1	2	1	1
12250	3	2	1	2	0
12251	1	1	1	1	0
12252	1	1	1	2	0
12253	2	1	1	1	1
12254	3	2	1	1	1
12255	3	3	2	1	1
12256	3	3	2	2	0
12257	2	3	2	2	1
12258	1	2	1	1	0
12259	1	3	2	1	1
12260	3	2	2	1	1
12261	1	2	2	2	1
12262	2	2	1	2	1
12263	2	1	2	1	1
12264	3	2	1	2	0
12265	1	1	1	1	0
12266	1	1	1	2	0
12267	2	1	1	1	1
12268	3	2	1	1	1
12269	3	3	2	1	1
12270	3	3	2	2	0
12271	2	3	2	2	1
12272	1	2	1	1	0
12273	1	3	2	1	1
12274	3	2	2	1	1
12275	1	2	2	2	1
12276	2	2	1	2	1
12277	2	1	2	1	1
12278	3	2	1	2	0
12279	1	1	1	1	0
12280	1	1	1	2	0
12281	2	1	1	1	1
12282	3	2	1	1	1
12283	3	3	2	1	1
12284	3	3	2	2	0
12285	2	3	2	2	1
12286	1	2	1	1	0
12287	1	3	2	1	1
12288	3	2	2	1	1
12289	1	2	2	2	1
12290	2	2	1	2	1
12291	2	1	2	1	1
12292	3	2	1	2	0
12293	1	1	1	1	0
12294	1	1	1	2	0
12295	2	1	1	1	1
12296	3	2	1	1	1
12297	3	3	2	1	1
12298	3	3	2	2	0
12299	2	3	2	2	1
12300	1	2	1	1	0
12301	1	3	2	1	1
12302	3	2	2	1	1
12303	1	2	2	2	1
12304	2	2	1	2	1
12305	2	1	2	1	1
12306	3	2	1	2	0
12307	1	1	1	1	0
12308	1	1	1	2	0
12309	2	1	1	1	1
12310	3	2	1	1	1
12311	3	3	2	1	1
12312	3	3	2	2	0
12313	2	3	2	2	1
12314	1	2	1	1	0
12315	1	3	2	1	1
12316	3	2	2	1	1
12317	1	2	2	2	1
12318	2	2	1	2	1
12319	2	1	2	1	1
12320	3	2	1	2	0
12321	1	1	1	1	0
12322	1	1	1	2	0
12323	2	1	1	1	1
12324	3	2	1	1	1
12325	3	3	2	1	1
12326	3	3	2	2	0
12327	2	3	2	2	1
12328	1	2	1	1	0
12329	1	3	2	1	1
12330	3	2	2	1	1
12331	1	2	2	2	1
12332	2	2	1	2	1
12333	2	1	2	1	1
12334	3	2	1	2	0
12335	1	1	1	1	0
12336	1	1	1	2	0
12337	2	1	1	1	1
12338	3	2	1	1	1
12339	3	3	2	1	1
12340	3	3	2	2	0
12341	2	3	2	2	1
12342	1	2	1	1	0
12343	1	3	2	1	1
12344	3	2	2	1	1
12345	1	2	2	2	1
12346	2	2	1	2	1
12347	2	1	2	1	1
12348	3	2	1	2	0
12349	1	1	1	1	0
12350	1	1	1	2	0
12351	2	1	1	1	1
12352	3	2	1	1	1
12353	3	3	2	1	1
12354	3	3	2	2	0
12355	2	3	2	2	1
12356	1	2	1	1	0
12357	1	3	2	1	1
12358	3	2	2	1	1
12359	1	2	2	2	1
12360	2	2	1	2	1
12361	2	1	2	1	1
12362	3	2	1	2	0
12363	1	1	1	1	0
12364	1	1	1	2	0
12365	2	1	1	1	1
12366	3	2	1	1	1
12367	3	3	2	1	1
12368	3	3	2	2	0
12369	2	3	2	2	1
12370	1	2	1	1	0
12371	1	3	2	1	1
12372	3	2	2	1	1
12373	1	2	2	2	1
12374	2	2	1	2	1
12375	2	1	2	1	1
12376	3	2	1	2	0
12377	1	1	1	1	0
12378	1	1	1	2	0
12379	2	1	1	1	1
12380	3	2	1	1	1
12381	3	3	2	1	1
12382	3	3	2	2	0
12383	2	3	2	2	1
12384	1	2	1	1	0
12385	1	3	2	1	1
12386	3	2	2	1	1
12387	1	2	2	2	1
12388	2	2	1	2	1
12389	2	1	2	1	1
12390	3	2	1	2	0
12391	1	1	1	1	0
12392	1	1	1	2	0
12393	2	1	1	1	1
12394	3	2	1	1	1
12395	3	3	2	1	1
12396	3	3	2	2	0
12397	2	3	2	2	1
12398	1	2	1	1	0
12399	1	3	2	1	1
12400	3	2	2	1	1
12401	1	2	2	2	1
12402	2	2	1	2	1
12403	2	1	2	1	1
12404	3	2	1	2	0
12405	1	1	1	1	0
12406	1	1	1	2	0
12407	2	1	1	1	1
12408	3	2	1	1	1
12409	3	3	2	1	1
12410	3	3	2	2	0
12411	2	3	2	2	1
12412	1	2	1	1	0
12413	1	3	2	1	1
12414	3	2	2	1	1
12415	1	2	2	2	1
12416	2	2	1	2	1
12417	2	1	2	1	1
12418	3	2	1	2	0
12419	1	1	1	1	0
12420	1	1	1	2	0
12421	2	1	1	1	1
12422	3	2	1	1	1
12423	3	3	2	1	1
12424	3	3	2	2	0
12425	2	3	2	2	1
12426	1	2	1	1	0
12427	1	3	2	1	1
12428	3	2	2	1	1
12429	1	2	2	2	1
12430	2	2	1	2	1
12431	2	1	2	1	1
12432	3	2	1	2	0
12433	1	1	1	1	0
12434	1	1	1	2	0
12435	2	1	1	1	1
12436	3	2	1	1	1
12437	3	3	2	1	1
12438	3	3	2	2	0
12439	2	3	2	2	1
12440	1	2	1	1	0
12441	1	3	2	1	1
12442	3	2	2	1	1
12443	1	2	2	2	1
12444	2	2	1	2	1
12445	2	1	2	1	1
12446	3	2	1	2	0
12447	1	1	1	1	0
12448	1	1	1	2	0
12449	2	1	1	1	1
12450	3	2	1	1	1
12451	3	3	2	1	1
12452	3	3	2	2	0
12453	2	3	2	2	1
12454	1	2	1	1	0
12455	1	3	2	1	1
12456	3	2	2	1	1
12457	1	2	2	2	1
12458	2	2	1	2	1
12459	2	1	2	1	1
12460	3	2	1	2	0
12461	1	1	1	1	0
12462	1	1	1	2	0
12463	2	1	1	1	1
12464	3	2	1	1	1
12465	3	3	2	1	1
12466	3	3	2	2	0
12467	2	3	2	2	1
12468	1	2	1	1	0
12469	1	3	2	1	1
12470	3	2	2	1	1
12471	1	2	2	2	1
12472	2	2	1	2	1
12473	2	1	2	1	1
12474	3	2	1	2	0
12475	1	1	1	1	0
12476	1	1	1	2	0
12477	2	1	1	1	1
12478	3	2	1	1	1
12479	3	3	2	1	1
12480	3	3	2	2	0
12481	2	3	2	2	1
12482	1	2	1	1	0
12483	1	3	2	1	1
12484	3	2	2	1	1
12485	1	2	2	2	1
12486	2	2	1	2	1
12487	2	1	2	1	1
12488	3	2	1	2	0
12489	1	1	1	1	0
12490	1	1	1	2	0
12491	2	1	1	1	1
12492	3	2	1	1	1
12493	3	3	2	1	1
12494	3	3	2	2	0
12495	2	3	2	2	1
12496	1	2	1	1	0
12497	1	3	2	1	1
12498	3	2	2	1	1
12499	1	2	2	2	1
12500	2	2	1	2	1
12501	2	1	2	1	1
12502	3	2	1	2	0
12503	1	1	1	1	0
12504	1	1	1	2	0
12505	2	1	1	1	1
12506	3	2	1	1	1
12507	3	3	2	1	1
12508	3	3	2	2	0
12509	2	3	2	2	1
12510	1	2	1	1	0
12511	1	3	2	1	1
12512	3	2	2	1	1
12513	1	2	2	2	1
12514	2	2	1	2	1
12515	2	1	2	1	1
12516	3	2	1	2	0
12517	1	1	1	1	0
12518	1	1	1	2	0
12519	2	1	1	1	1
12520	3	2	1	1	1
12521	3	3	2	1	1
12522	3	3	2	2	0
12523	2	3	2	2	1
12524	1	2	1	1	0
12525	1	3	2	1	1
12526	3	2	2	1	1
12527	1	2	2	2	1
12528	2	2	1	2	1
12529	2	1	2	1	1
12530	3	2	1	2	0
12531	1	1	1	1	0
12532	1	1	1	2	0
12533	2	1	1	1	1
12534	3	2	1	1	1
12535	3	3	2	1	1
12536	3	3	2	2	0
12537	2	3	2	2	1
12538	1	2	1	1	0
12539	1	3	2	1	1
12540	3	2	2	1	1
12541	1	2	2	2	1
12542	2	2	1	2	1
12543	2	1	2	1	1
12544	3	2	1	2	0
12545	1	1	1	1	0
12546	1	1	1	2	0
12547	2	1	1	1	1
12548	3	2	1	1	1
12549	3	3	2	1	1
12550	3	3	2	2	0
12551	2	3	2	2	1
12552	1	2	1	1	0
12553	1	3	2	1	1
12554	3	2	2	1	1
12555	1	2	2	2	1
12556	2	2	1	2	1
12557	2	1	2	1	1
12558	3	2	1	2	0
12559	1	1	1	1	0
12560	1	1	1	2	0
12561	2	1	1	1	1
12562	3	2	1	1	1
12563	3	3	2	1	1
12564	3	3	2	2	0
12565	2	3	2	2	1
12566	1	2	1	1	0
12567	1	3	2	1	1
12568	3	2	2	1	1
12569	1	2	2	2	1
12570	2	2	1	2	1
12571	2	1	2	1	1
12572	3	2	1	2	0
12573	1	1	1	1	0
12574	1	1	1	2	0
12575	2	1	1	1	1
12576	3	2	1	1	1
12577	3	3	2	1	1
12578	3	3	2	2	0
12579	2	3	2	2	1
12580	1	2	1	1	0
12581	1	3	2	1	1
12582	3	2	2	1	1
